id,X,Y,平均日较差,年均温,年降水量,最冷季度平均气温,最冷季度（或最寒季度）总降水量,最冷月（或最寒月）最低温,最干季度平均气温,最干季度（或最干燥季度）总降水量,最干月（或最干燥月）降水量,最暖季度平均气温,最暖季度（或最热季度）总降水量,最暖月（或最热月）最高温,最湿季度平均气温,最湿季度（或最湿润季度）总降水量,最湿月（或最湿润月）降水量,气温季节性,气温年较差,等温性,降水季节性,白蛾
1196,116.5563777,29.71739976,8.025,16.9125,1516,5.73333,177,0.8,7.81667,157,39,27.5,538,32.7,21.1167,669,265,884.809,31.9,25.1567,54.2545,0
1197,115.1452369,26.92364532,7.93333,18.475,1530,8,213,3,9.83333,169,42,28.1333,465,33.7,22.7,684,238,820.195,30.7,25.8415,53.7375,0
1198,114.0848767,26.58365955,7.26667,12.55,1853,3.16667,229,-1.9,4.88333,190,49,21.1833,611,25.8,16.5167,781,279,734.695,27.7,26.2335,50.0115,0
1199,117.4377794,29.39430778,7.6,16.0833,1743,5.6,212,0.6,7.51667,170,44,25.8833,606,30.7,20.0167,797,315,827.505,30.1,25.2492,57.6944,0
1200,114.1986209,29.17154865,8.49167,15.8875,1513,5.11667,179,-0.2,7.06667,163,41,26.0833,520,31.4,20.15,685,257,852.193,31.6,26.8724,55.4227,0
1201,114.4143152,27.13215229,8.55,17.875,1494,7.31667,205,2.2,9.16667,171,43,27.65,456,33.5,22.1667,646,223,827.912,31.3,27.3163,49.8183,0
1202,114.9223837,28.57303397,8.15833,17.0792,1543,6.26667,196,1.3,8.25,166,43,27.25,513,32.7,21.3167,713,265,853.691,31.4,25.982,57.0098,0
1505,111.0925541,38.96601782,13.575,8.10417,441,-7.65,8,-16.5,-7.65,8,2,21.9333,275,29.5,19.9667,289,117,1196.69,46,29.5109,107.194,0
1506,110.9727363,35.0780686,11.85,14.1333,553,1.15,19,-6.4,1.15,19,6,26.2333,262,32.3,24.6167,292,116,1011.95,38.7,30.6202,77.66,0
1507,110.5684101,35.4070593,11.9,13.1583,535,0.0333334,15,-7.5,0.0333334,15,4,25.35,263,31.6,23.7167,295,112,1020.57,39.1,30.4348,81.6963,0
1508,113.0274291,39.06555866,13.5667,8.43333,401,-5.9,7,-15.2,-5.9,7,1,21.3,260,27.9,19.55,261,107,1106.75,43.1,31.4772,109.381,0
1509,113.0263298,38.78091955,13.4917,8.27083,416,-5.9,8,-14.8,-5.9,8,2,20.9667,273,27.8,20.9667,273,113,1089.26,42.6,31.6706,111.076,0
1510,112.3878102,37.7713158,12.8167,7.65833,444,-5.63333,9,-14.1,-5.63333,9,2,19.6833,284,26.4,18.15,288,119,1025.4,40.5,31.6461,107.921,0
1512,111.1669763,37.30961103,12.5,7.325,500,-6.23333,9,-14.5,-6.23333,9,2,19.6167,297,26.5,18.0333,315,119,1044.5,41,30.4878,100.398,0
1515,112.5102706,38.15107506,13.0333,6.65833,427,-6.73333,6,-15.5,-6.73333,6,1,18.7833,284,25.5,17.2667,285,119,1032.62,41,31.7886,113.835,0
1516,110.8001665,35.00540798,11.9583,14.0125,552,1.18333,19,-6.6,1.18333,19,6,25.8667,255,31.7,24.3,287,111,997.085,38.3,31.2228,75.8724,0
1517,112.1592567,36.43731682,11.8917,8.67083,547,-4.08333,14,-11.8,-4.08333,14,3,20.25,324,26.6,18.8833,334,134,983.506,38.4,30.9679,97.5804,0
1518,110.7757366,35.27720895,12.2917,13.1708,564,0.316667,17,-7.5,0.316667,17,5,25.1667,280,31.5,23.55,309,121,1001.63,39,31.5171,81.6207,0
1519,112.0199826,35.86297512,11.1667,8.75833,577,-3.58333,16,-10.8,-3.58333,16,4,20.1,324,26,18.7833,340,136,956.881,36.8,30.3442,91.7177,0
1520,112.4641188,35.53627049,11.325,12.6458,565,-0.1,19,-7.2,-0.1,19,5,24.3,313,30.1,22.75,330,140,985.471,37.3,30.3619,90.4335,0
1521,111.5063398,37.03606535,13.2417,9.2375,493,-4.11667,11,-12.5,-4.11667,11,3,21.3,293,28.2,19.6667,309,120,1028.02,40.7,32.5348,99.8558,0
1522,110.8011592,37.41239587,12.9833,10.3417,480,-4.28333,8,-12.7,-4.28333,8,2,23.3667,277,30.5,21.5333,302,113,1117.18,43.2,30.054,98.8551,0
1523,111.7217154,35.07470087,10.2,11.9167,595,0.05,20,-6.3,0.05,20,6,23,303,28.4,21.6333,332,135,923.923,34.7,29.3948,83.4899,0
1525,112.8233597,39.05559551,14.1167,8.425,417,-5.78333,8,-15.2,-5.78333,8,2,21.35,272,28.6,19.5833,274,112,1100.93,43.8,32.2298,110.449,0
1526,110.913415,36.29963462,11.7,8.96667,514,-3.91667,10,-11.5,-3.91667,10,3,20.7,287,27,19.2667,309,116,993.937,38.5,30.3896,93.5479,0
1528,112.6664013,38.23117973,13.5833,7.625,409,-6.23333,5,-15.3,-6.23333,5,1,20.0833,272,27,18.4,274,115,1066.74,42.3,32.1119,114.088,0
1529,111.0871805,36.72346246,12.6333,8.33333,509,-4.88333,11,-13,-4.88333,11,3,20.2833,290,26.9,18.7667,311,118,1018.27,39.9,31.6625,95.495,0
1530,112.1059939,37.24461451,13.4167,10.5167,439,-2.98333,14,-11.5,-2.98333,14,3,22.5833,272,29.3,20.9167,282,114,1039.29,40.8,32.884,104.867,0
1532,111.9792564,37.98528057,13.425,7.07917,450,-6.73333,8,-15.5,-6.73333,8,2,19.5167,286,26.6,17.8833,292,116,1062.95,42.1,31.8884,107.365,0
1533,111.7498144,36.77069322,12.2833,9.78333,479,-3.31667,11,-11.1,-3.31667,11,2,21.7333,286,28.4,20.2,304,119,1012.93,39.5,31.097,101.335,0
1534,111.203139,35.97212992,11.7917,10.7292,525,-1.96667,12,-9.5,-1.96667,12,3,22.4833,287,28.8,21.0167,312,121,987.093,38.3,30.7876,91.4298,0
1536,112.1425412,38.74524453,13.8667,4.275,469,-9.71667,12,-19,-9.71667,12,3,16.8833,305,23.9,16.8833,305,124,1077.29,42.9,32.3232,109.195,0
1537,113.2679518,36.53238582,12.1583,10.5125,595,-2.56667,17,-10.2,-2.56667,17,5,22.4667,361,28.5,20.7667,371,161,1008.95,38.7,31.4169,101.809,0
1538,110.9960887,36.25764743,11.3917,8.0125,523,-4.5,9,-12,-4.5,9,2,19.4333,292,25.5,18.1167,316,118,965.797,37.5,30.3778,94.0815,0
1539,111.5438482,34.90266887,11.1,13.0167,591,0.8,19,-6.2,0.8,19,5,24.4167,293,30.1,22.9667,323,132,951.402,36.3,30.5785,81.4491,0
1540,113.1423089,38.58622349,13.275,8.10417,415,-6.18333,8,-15.1,-6.18333,8,2,20.8833,273,27.6,19.15,274,119,1098.24,42.7,31.089,112.409,0
1542,112.2238095,37.83438967,13.375,6.95417,454,-6.6,9,-15.4,-6.6,9,2,19.2167,293,26.1,17.6167,297,122,1046.03,41.5,32.2289,109.296,0
1543,112.101072,38.85656254,13.4167,1.975,502,-11.5333,11,-20.4,-11.5333,11,2,14.3667,328,21.3,14.3667,328,133,1048.78,41.7,32.1743,109.548,0
1544,113.4484142,36.86919394,12.3167,9.98333,584,-3.21667,12,-10.8,-3.21667,12,3,22,360,28,20.3,374,167,1016.53,38.8,31.744,106.434,0
1545,112.3031854,36.93739146,11.8333,5.4,561,-6.98333,11,-14.8,-6.98333,11,2,16.85,345,23.1,15.5167,350,143,962.955,37.9,31.2225,102.227,0
1547,113.0856015,38.58958529,13.4417,9.5625,407,-4.91667,8,-14.1,-4.91667,8,2,22.4,264,29,20.6333,266,110,1111.6,43.1,31.1872,109.795,0
1548,112.6506894,37.77897428,13.675,9.97917,410,-3.8,7,-12.9,-3.8,7,1,22.3667,259,29.2,20.6667,263,109,1062.07,42.1,32.4822,106.175,0
1549,111.9082496,36.38623291,11.1917,8.0625,548,-4.31667,13,-11.7,-4.31667,13,3,19.3833,321,25.4,18.1,336,133,957.328,37.1,30.1662,97.2726,0
1550,111.0186093,35.86040047,10.9583,8.94583,538,-3.33333,12,-10.4,-3.33333,12,3,20.3333,291,26.3,19,317,121,954.959,36.7,29.8592,90.4568,0
1551,111.4681204,37.13703433,13.2,8.50833,496,-4.7,10,-13.2,-4.7,10,2,20.5,297,27.4,18.9,313,121,1019.23,40.6,32.5123,100.953,0
1552,111.8765357,38.59319332,13.0667,3.325,493,-10.4333,10,-19.1,-10.4333,10,2,15.75,318,22.5,14.25,321,130,1060.15,41.6,31.4103,108.947,0
1553,112.5435716,38.80208968,13.225,6.82083,431,-7,6,-15.9,-7,6,1,19.3167,286,26.2,17.7167,288,118,1066.83,42.1,31.4133,113.438,0
1554,110.4403023,36.90162646,12.6,10.775,470,-3.31667,8,-11.4,-3.31667,8,2,23.5167,262,30.4,21.75,292,107,1084.33,41.8,30.1435,96.2405,0
1556,111.2283439,37.93449418,13.2667,6.59167,488,-7.6,11,-16.5,-7.6,11,3,19.25,294,26.3,17.6,311,120,1084.51,42.8,30.9969,101.99,0
1557,111.9770794,39.05594504,14.75,5.70833,455,-9.16667,13,-19.1,-9.16667,13,3,18.95,285,26.5,17.15,288,118,1139.12,45.6,32.3465,104,0
1559,111.107969,38.80880487,13.5,7.775,455,-7.81667,10,-16.6,-7.81667,10,2,21.4667,278,28.9,19.5333,297,118,1184.02,45.5,29.6703,105.49,0
1560,110.9610637,34.91181006,10.7,13.075,571,0.483333,22,-6.2,0.483333,22,7,24.8667,268,30.7,23.3833,299,118,983.108,36.9,28.9973,76.3041,0
1562,111.0119785,38.14856736,13.775,7.57917,481,-7.53333,12,-16.7,-7.53333,12,3,20.9,284,28.2,19.0167,307,118,1148.17,44.9,30.6793,101.031,0
1563,113.0299794,39.06216599,13.5667,8.43333,401,-5.9,7,-15.2,-5.9,7,1,21.3,260,27.9,19.55,261,107,1106.75,43.1,31.4772,109.381,0
1564,112.3573935,37.79528997,12.65,6.91667,455,-6.26667,7,-14.6,-6.26667,7,1,18.8667,293,25.5,17.3833,297,122,1017.51,40.1,31.5461,109.247,0
1567,113.2264404,37.97380688,13.2,7.225,423,-6.51667,6,-15.1,-6.51667,6,1,19.6,280,26.1,17.9833,286,136,1056.51,41.2,32.0388,117.799,0
1568,113.7570897,38.91998097,13.1917,4.87083,475,-8.71667,10,-17.6,-8.71667,10,2,17.2333,312,23.7,17.2333,312,139,1051.4,41.3,31.9411,110.269,0
1569,112.7727854,37.70996531,13.7333,9.78333,414,-4.11667,7,-13.2,-4.11667,7,1,22.2667,264,29.1,20.5333,269,117,1070.75,42.3,32.4665,108.631,0
1570,113.1392866,36.61782699,12.125,9.70417,589,-3.55,16,-11.1,-3.55,16,4,21.7333,358,27.9,20.1167,368,157,1020.65,39,31.0897,101.777,0
1571,113.078853,36.4353704,12.3583,10.5542,601,-2.73333,23,-10.4,-2.73333,23,7,22.6,359,28.7,20.8667,365,157,1023.53,39.1,31.607,97.8524,0
1572,111.0756708,36.6806551,12.7,8.60833,505,-4.66667,11,-12.9,-4.66667,11,3,20.6,289,27.2,19.05,309,117,1021.32,40.1,31.6708,95.8105,0
1574,110.7539599,35.39396499,11.75,12.4917,550,-0.466667,15,-8,-0.466667,15,4,24.4667,277,30.6,22.8833,306,120,1005.12,38.6,30.4404,83.3901,0
1576,112.9745634,36.13363954,12.7083,10.2625,596,-2.88333,21,-11,-2.88333,21,6,22.0167,352,28.2,22.0167,352,149,1007.46,39.2,32.4192,94.7456,0
1577,111.6110621,36.82356698,12.5917,10.2792,475,-3.13333,11,-11.1,-3.13333,11,2,22.4333,281,29.2,20.8333,300,116,1034.15,40.3,31.2448,100.363,0
1578,112.5021057,37.06313546,12.7417,7.1125,535,-5.68333,11,-14,-5.68333,11,2,18.8,335,25.4,17.3333,340,141,989.762,39.4,32.3393,104.975,0
1579,111.9274411,36.648254,11.65,6.56667,560,-5.9,13,-13.5,-5.9,13,3,18.0167,334,24.2,16.6667,347,138,966.339,37.7,30.9019,99.3687,0
1580,112.1421301,37.99521716,13.8167,7.2,442,-6.53333,6,-15.6,-6.53333,6,1,19.5833,285,26.7,17.95,290,116,1059.45,42.3,32.6635,109.578,0
1581,113.0295163,38.74004439,13.375,8.62083,414,-5.73333,8,-14.6,-5.73333,8,2,21.4167,271,28.3,19.7,272,113,1101.91,42.9,31.1772,110.937,0
1582,111.2030495,34.9687464,11.375,12.3542,573,0,17,-7.3,0,17,5,23.9167,279,29.8,22.4333,308,123,963.536,37.1,30.6604,80.0412,0
1583,110.9063384,37.44410915,13.2667,10.0583,487,-4.43333,8,-13.1,-4.43333,8,2,22.9833,284,30.2,21.1833,306,116,1108.67,43.3,30.639,99.2771,0
1584,112.4501228,35.29389557,9.85,10.725,606,-1.4,19,-7.6,-1.4,19,5,21.8667,330,27.2,20.5333,346,145,938.368,34.8,28.3046,88.043,0
1585,110.7244245,35.88999659,11.5833,10.2333,525,-2.51667,12,-10,-2.51667,12,3,21.9667,278,28.2,20.5,306,114,988.128,38.2,30.3229,88.7132,0
1587,112.4170591,37.64814853,13.5417,10.1458,429,-3.53333,13,-12.4,-3.53333,13,3,22.4,263,29.1,20.7167,267,108,1053.62,41.5,32.6305,100.932,0
1588,113.1595753,39.0618386,12.7917,3.52917,472,-10.4333,13,-19,-10.4333,13,3,16.2833,307,23.1,16.2833,307,132,1082.29,42.1,30.384,108.027,0
1589,113.7398257,39.01639494,12.625,2.00417,557,-11.4333,18,-19.8,-11.4333,18,4,14.3333,356,20.7,14.3333,356,155,1044.94,40.5,31.1728,104.01,0
1590,112.56877,37.59554338,13.9083,10.0792,424,-3.65,9,-12.8,-3.65,9,2,22.2833,265,28.9,20.55,269,110,1054.69,41.7,33.3533,104.339,0
1591,113.0079018,36.21579471,12.5417,10.2708,598,-2.9,20,-10.9,-2.9,20,5,22.1,356,28.2,22.1,356,151,1010.54,39.1,32.0759,96.007,0
1592,111.8773009,37.66778577,12.4917,6.07917,489,-7.03333,8,-15.3,-7.03333,8,1,18,308,24.7,16.5333,316,126,1012.12,40,31.2292,106.61,0
1593,113.4311323,36.21508321,11.7917,8.79583,639,-3.96667,19,-11.3,-3.96667,19,5,20.55,385,26.5,18.9667,389,169,988.825,37.8,31.1949,99.2288,0
1594,110.2380627,34.8966215,10.6667,13.8083,564,1.06667,23,-5.6,1.06667,23,7,25.6833,252,31.5,24.2333,287,106,992.632,37.1,28.7511,72.4634,0
1596,109.0097844,36.58334803,12.1083,8.47083,483,-4.33333,8,-12.4,-4.33333,8,2,20.1667,263,26.6,18.7333,292,108,989.108,39,31.047,93.4692,0
1597,110.4601259,38.47626638,13.575,8.27917,445,-6.91667,10,-15.9,-6.91667,10,2,21.7667,267,29.3,19.9,285,112,1159.36,45.2,30.0332,102.315,0
1598,110.2642691,34.29586654,9.41667,10.0667,688,-1.13333,23,-7,-1.13333,23,6,20.75,319,25.9,19.5167,348,134,880.739,32.9,28.6221,74.3237,0
1599,110.1408169,38.4296446,13.5,8.25833,414,-6.66667,8,-15.8,-6.66667,8,2,21.6167,251,29.1,19.8167,268,107,1143.55,44.9,30.0668,104.011,0
1600,110.2428627,37.90783076,13.225,8.4875,460,-6.28333,11,-15,-6.28333,11,3,21.6667,271,29,19.85,291,112,1128.43,44,30.0568,100.037,0
1602,108.822203,37.34947806,13.575,7.5875,431,-6,10,-15.1,-6,10,3,19.95,244,27.2,18.4167,263,104,1047.28,42.3,32.0922,95.159,0
1604,108.9353374,34.51476217,10.4167,13.225,635,0.9,23,-5.4,0.9,23,6,25.1333,286,31.2,23.4833,321,117,971.684,36.6,28.4608,72.528,0
1606,109.2787502,33.72848148,9.36667,10.1583,762,-0.216667,27,-6,-0.216667,27,7,20.1667,334,25.3,19.0333,368,140,819.548,31.3,29.9255,70.8829,0
1607,110.5866884,39.0531239,13.4667,7.21667,426,-8.06667,9,-17,-8.06667,9,2,20.8333,265,28.4,18.9833,278,110,1170,45.4,29.6623,106.305,0
1610,109.9178331,33.48370328,8.95,10.95,827,0.483333,33,-5,0.483333,33,9,21.1167,370,26.1,19.95,399,157,830.033,31.1,28.7781,70.3693,0
1615,109.4762545,37.53675545,12.9667,9.16667,430,-5.1,8,-13.7,-5.1,8,2,22.0667,251,29.2,20.3667,271,107,1095.19,42.9,30.2253,99.6241,0
1616,109.0570307,35.09140682,10.8167,10.7917,585,-1.2,15,-8.1,-1.2,15,4,22.2,272,28.2,20.7,313,107,942.081,36.3,29.798,78.5166,0
1619,110.8615392,33.41118129,10.3,14.8667,794,3.68333,33,-2.6,3.68333,33,9,25.7,349,31.2,24.3667,378,149,886.065,33.8,30.4734,69.0339,0
1621,110.411483,35.8514082,11.325,10.8542,523,-1.86667,12,-9.2,-1.86667,12,3,22.6333,270,28.8,21.15,302,111,987.604,38,29.8026,87.0466,0
1622,109.6192397,37.99785596,13.5167,9.14167,411,-5.76667,8,-15,-5.76667,8,2,22.5167,244,30.1,20.75,261,105,1141.19,45.1,29.9704,101.106,0
1627,109.9718834,37.14365077,12.5833,9.70833,479,-4.36667,8,-12.5,-4.36667,8,2,22.45,274,29.3,20.7,298,112,1081.24,41.8,30.1037,97.5788,0
1628,108.8859333,35.52157716,9.74167,9.07083,553,-2.78333,11,-9,-2.78333,11,2,20.2667,270,25.9,18.9167,311,107,929.177,34.9,27.9131,84.0993,0
1632,110.2150303,37.52049421,13.05,9.89167,470,-4.75,8,-13.1,-4.75,8,2,23.05,271,30.2,21.2,294,112,1122.28,43.3,30.1386,98.2569,0
1634,109.4972991,38.6217856,14.3083,7.8125,371,-7.56667,9,-17.5,-7.56667,9,2,21.5833,226,29.5,19.8667,240,98,1178.5,47,30.4433,103.868,0
1635,110.553973,33.66031081,10.025,12.9458,787,2.11667,33,-4.1,2.11667,33,9,23.5,356,28.8,22.2167,383,153,860.707,32.9,30.4711,70.7419,0
1636,109.0118774,35.6063168,10.525,9.47917,547,-2.78333,12,-9.6,-2.78333,12,3,20.8833,268,26.8,19.5,308,107,953.504,36.4,28.9148,83.8907,0
1637,108.8287693,35.91738511,11.075,8.5625,526,-3.71667,10,-11.1,-3.71667,10,2,19.8667,268,25.9,18.5667,304,107,951.024,37,29.9324,87.3331,0
1642,110.1478829,38.84164984,14.2583,7.35417,397,-8.23333,8,-18,-8.23333,8,2,21.2,245,29,19.4,260,104,1190.84,47,30.3369,105.982,0
1645,109.0134777,32.65125266,8.95833,15.1958,929,4.66667,39,-0.6,4.66667,39,10,25.3167,390,30.7,24.3,426,164,831.878,31.3,28.6209,66.9767,0
1646,109.4158963,31.83099504,8.26667,9.2,1185,-0.45,61,-5.8,-0.45,61,17,18.5167,501,23.4,17.75,515,196,763.678,29.2,28.3105,64.0137,0
1647,110.1760178,36.37511203,12.1833,9.64167,502,-3.43333,10,-11.3,-3.43333,10,3,21.5833,273,28.1,20.0333,303,108,1009.72,39.4,30.9222,92.7882,0
1648,110.3644512,35.97375409,10.7833,10.0333,513,-2.63333,9,-9.6,-2.63333,9,2,21.7333,270,27.8,20.3,303,109,982.713,37.4,28.8324,90.1791,0
1649,110.1489175,36.72160169,12.6167,10.325,498,-3.4,8,-11.6,-3.4,8,2,22.7667,277,29.5,21.0667,305,111,1056.36,41.1,30.6975,95.0674,0
1650,110.4569017,37.88529763,13.3333,9.05,475,-5.96667,11,-14.7,-5.96667,11,3,22.3667,277,29.6,20.4667,298,114,1143.83,44.3,30.0978,98.7834,0
1652,110.3964455,38.14417469,13.4167,8.79167,461,-6.33333,11,-15.2,-6.33333,11,3,22.2167,272,29.6,20.3333,290,112,1152.74,44.8,29.9479,99.5617,0
1656,109.7654968,38.74914709,14.225,7.27917,382,-8.05,9,-18,-8.05,9,2,21,235,28.8,19.25,249,101,1176.31,46.8,30.3953,105.288,0
1658,109.2877067,33.36620139,9.66667,12.2333,798,1.88333,30,-3.9,1.88333,30,8,22.1833,340,27.5,21.0833,377,144,816.187,31.4,30.7856,69.0975,0
1659,110.2669528,39.03411419,13.7583,7.7125,392,-7.53333,7,-16.7,-7.53333,7,2,21.3667,246,29.1,19.55,259,103,1169.77,45.8,30.04,108.015,0
1660,109.490299,33.7990872,8.33333,8.19167,801,-2.15,28,-7.4,-2.15,28,8,18.1667,360,22.9,17.1,391,148,819.309,30.3,27.5028,71.8842,0
1663,109.5894513,37.76506966,12.9833,8.50833,418,-5.8,8,-14.5,-5.8,8,2,21.45,246,28.7,19.75,265,106,1099.07,43.2,30.054,100.534,0
1664,109.5987024,35.85713609,11.3333,8.875,527,-3.51667,11,-11,-3.51667,11,3,20.3167,269,26.3,18.8667,303,107,961.681,37.3,30.3843,86.8117,0
1665,109.9248924,35.1241263,11.7167,12.65,571,0.0166667,16,-7.4,0.0166667,16,4,24.6167,272,30.9,23,308,112,991.596,38.3,30.5918,79.2797,0
1666,110.0046084,33.79832031,10.6,13.175,741,1.93333,30,-4.6,1.93333,30,8,24,334,29.7,22.65,363,146,887.144,34.3,30.9038,71.1787,0
1667,109.7678144,32.60980508,9.3,13.9333,954,3.5,41,-2,3.5,41,11,23.9333,413,29.3,22.9333,441,172,822.008,31.3,29.7125,67.6669,0
1669,109.400668,33.84893012,8.40833,8.4125,781,-1.98333,28,-7.3,-1.98333,28,8,18.4167,348,23.2,17.3333,381,143,821.23,30.5,27.5683,71.5453,0
1670,109.7050402,33.53052163,10.2083,13.2708,764,2.45,30,-3.7,2.45,30,8,23.6667,332,29.3,22.45,366,144,852.852,33,30.9343,69.6308,0
1671,108.9698895,37.11233498,13.05,8.6,448,-4.93333,8,-13.6,-4.93333,8,2,20.9,252,27.9,19.3,275,106,1042.39,41.5,31.4458,95.7484,0
1674,110.1857393,38.10476212,13.3167,8.36667,451,-6.45,10,-15.4,-6.45,10,2,21.6167,268,29,19.8,285,111,1133.36,44.4,29.9925,100.583,0
1675,110.3848357,34.12890582,10.7333,12.5667,681,0.916667,26,-5.7,0.916667,26,7,23.6,310,29.3,22.25,340,134,913.01,35,30.6667,72.6602,0
1676,109.7096491,34.42629022,10.2333,12.55,622,0.633333,22,-5.7,0.633333,22,6,24.0333,272,29.9,22.5167,309,112,938.909,35.6,28.7453,71.4693,0
1678,109.9876679,36.05851158,11.8167,9.76667,517,-3.16667,10,-10.9,-3.16667,10,2,21.5667,272,27.9,20.1167,303,107,997.894,38.8,30.4553,89.3054,0
1680,109.3568413,33.839741,8.83333,9.55,753,-0.983333,27,-6.4,-0.983333,27,7,19.65,331,24.6,18.5333,366,138,830.446,31,28.4946,70.9001,0
1683,109.374544,36.372701,12.2583,9.12917,511,-3.81667,8,-12,-3.81667,8,2,20.9167,273,27.5,19.45,307,110,999.051,39.5,31.0338,92.3524,0
1685,109.5368751,34.18604952,9.66667,11.75,659,0.283333,25,-5.6,0.283333,25,7,22.7,284,28.2,21.3333,320,118,900.709,33.8,28.5996,69.7881,0
1689,110.1037562,35.17724241,11.8833,12.325,573,-0.316667,16,-7.8,-0.316667,16,4,24.2667,279,30.6,22.6333,310,115,990.616,38.4,30.9462,80.132,0
1693,109.802916,34.00499265,10.225,11.8792,705,0.633333,25,-5.7,0.633333,25,7,22.6333,316,28.2,21.3,348,135,884.609,33.9,30.1622,71.8661,0
1790,120.5568037,22.46275386,6.83333,24.5833,2699,19.7833,55,15.2,20.8833,53,13,28.2167,1776,31.7,28.2167,1776,721,348.166,16.5,41.4141,111.426,0
1791,121.1601004,24.04875653,6.125,15.2875,2301,10.4667,230,6.4,11.6167,171,51,19.2,963,22.6,19.2,963,329,357.428,16.2,37.8086,58.299,0
1792,121.1126079,22.94683656,5.325,20.9875,2538,16.35,179,13,16.35,179,52,24.7833,1204,27.9,24.6,1270,448,343.227,14.9,35.7383,74.0046,0
1793,120.279114,22.82732188,7.28333,24.35,2161,18.8667,78,14,20.15,59,17,28.45,1389,32,28.45,1389,521,397.223,18,40.463,104.294,0
1794,121.776499,24.78605336,6.075,22.2875,3042,16.6,561,13.1,16.6,561,178,27.75,881,32,26.0167,1032,378,458.01,18.9,32.1429,26.9869,0
1795,121.1005311,23.10951319,5.26667,20.2833,2409,15.3833,152,12.1,15.3833,152,42,24.2167,1151,27.4,24.0167,1201,424,359.914,15.3,34.4227,75.4489,0
1796,121.042338,24.39430882,5.725,14.4458,2485,9.26667,250,5.4,10.5,180,53,18.75,1117,22,18.75,1117,389,388.748,16.6,34.488,61.9219,0
1797,121.2073198,23.89999956,5.90833,13.1875,2588,8.31667,258,4.3,9.48333,195,57,17.0333,1086,20.3,17.0333,1086,398,356.461,16,36.9271,57.2099,0
1798,121.452524,24.09206997,5.59167,10.2125,3808,5.31667,476,1.4,6.46667,362,99,14.2667,1388,17.3,13.5333,1465,514,362.592,15.9,35.1677,48.0596,0
1799,121.5946095,24.91840298,5.375,20.0792,3159,14.25,519,11.1,15.7167,517,161,25.5333,1025,29.3,23.8667,1131,419,465.391,18.2,29.533,34.0308,0
1800,120.1028735,23.02756538,5.775,23.3292,1912,17.45,99,13.5,18.9,66,17,27.8333,1170,31,27.8333,1170,449,429.981,17.5,33,97.0295,0
1801,121.7598057,24.87958535,5.175,19.3292,3205,13.75,521,10.7,13.75,521,163,24.5167,961,28.2,22.8833,1231,464,442.454,17.5,29.5714,37.5844,0
1802,120.7983349,22.90077955,5.75,17.3917,3093,12.7167,101,8.9,13.8167,93,21,20.8833,1812,24,20.8833,1812,696,335.185,15.1,38.0795,96.4213,0
1803,121.2099237,24.66682936,5.74167,18.7708,2580,12.9667,257,9.4,14.3833,195,59,23.9,1145,27.6,23.9,1145,431,450.916,18.2,31.5476,59.8023,0
1804,120.7411332,23.10068452,5.84167,18.2542,2624,13.75,93,9.9,14.8167,75,18,21.6667,1508,24.8,21.6667,1508,566,324.608,14.9,39.2058,93.6879,0
1805,120.6791168,23.87335852,6.95,21.975,2141,16.1667,134,11.7,17.55,83,17,26.8,1242,30.7,26.8,1242,422,438.29,19,36.5789,88.7008,0
1806,120.9385651,23.80043924,5.96667,20.1583,2493,14.9667,155,11.2,16.2333,109,30,24.35,1311,27.8,24.35,1311,451,385.822,16.6,35.9438,81.4641,0
1807,121.1400525,23.51166836,6.19167,6.79583,4392,2.3,389,-2.1,3.38333,294,90,10.3333,1919,13.5,10.3333,1919,732,326.493,15.6,39.6902,60.5887,0
1808,120.6355305,23.62255031,6.04167,20.2875,2615,15.1333,132,11.2,16.3667,85,20,24.4333,1483,27.8,24.4333,1483,521,382.522,16.6,36.3956,90.9752,0
1809,120.4348419,23.7251255,7.11667,22.975,1509,16.9667,93,12.4,21.2833,54,12,27.95,882,32,27.95,882,304,452.827,19.6,36.3095,89.5626,0
1810,121.4072279,24.43186085,5.59167,13.7208,2608,8.26667,344,4.6,9.51667,292,92,18.2833,977,21.6,18.0667,991,358,405.947,17,32.8922,43.9453,0
1811,121.3936674,25.08217576,6.01667,20.425,2768,14.2833,491,10.8,15.8333,450,142,26.2167,862,30.3,24.5,892,330,493.736,19.5,30.8547,28.137,0
1812,120.9813627,24.30781112,5.89167,16.2875,2525,11.0667,212,7.3,12.3333,144,40,20.5667,1233,24,20.5667,1233,428,390.816,16.7,35.2794,70.8143,0
1813,120.5622526,23.69127595,7.08333,22.75,1867,16.8,107,12.3,18.2167,69,15,27.7,1117,31.7,27.7,1117,386,447.96,19.4,36.512,92.2554,0
1814,121.7125805,24.32365877,5.05,20.3167,2537,14.9333,278,12.1,14.9333,278,82,25.1167,802,28.6,23.65,1078,405,416.546,16.5,30.6061,52.6104,0
1815,120.2552993,22.96629486,7.46667,24.1833,2339,18.5,103,13.6,19.8667,73,20,28.4333,1482,32.1,28.4333,1482,564,412.268,18.5,40.3604,101.677,0
1816,121.4333926,24.76750566,5.24167,14.9125,2719,9.58333,374,6.1,10.85,329,101,19.6333,1045,22.9,19.4833,1082,430,410.383,16.8,31.2004,47.1492,0
1817,120.7986873,22.66990353,5.45833,14.3292,3324,10.1667,220,6.5,11.1,220,62,17.5167,1762,20.3,17.2667,1836,761,298.271,13.8,39.5531,84.9685,0
