id,X,Y,平均日较差,年均温,年降水量,最冷季度平均气温,最冷季度（或最寒季度）总降水量,最冷月（或最寒月）最低温,最干季度平均气温,最干季度（或最干燥季度）总降水量,最干月（或最干燥月）降水量,最暖季度平均气温,最暖季度（或最热季度）总降水量,最暖月（或最热月）最高温,最湿季度平均气温,最湿季度（或最湿润季度）总降水量,最湿月（或最湿润月）降水量,气温季节性,气温年较差,等温性,降水季节性,白蛾,海拔,坡度,坡向,植被
2431,108.9089142,31.13605403,7.9,14.7667,1272,4.96667,67,0.3,4.96667,67,19,24.1833,526,29.8,22.1667,537,203,776.33,29.5,26.7797,63.2408,0,17665.0,86.47754,296.56717,560
2436,109.6608265,31.37944214,8.28333,13.9583,1223,3.88333,64,-1.1,3.88333,64,18,23.5667,525,29.1,22.95,528,208,795.347,30.2,27.4283,64.3333,0,-17407.0,77.58549,86.05804,560
2437,108.8557244,28.76479924,7.15833,14.9875,1365,5.2,87,1.0,5.2,87,24,24.2333,547,29.5,22.3,603,226,774.127,28.5,25.117,60.1647,0,14850.0,78.82433,331.86066,429
2438,108.8271014,29.5228832,7.15,15.9,1394,6.01667,82,1.9,6.01667,82,23,25.25,570,30.6,23.25,616,222,779.811,28.7,24.9129,61.0323,0,-13822.0,84.36378,252.92317,560
2441,109.1904487,31.33593678,8.10833,13.4958,1252,3.56667,64,-1.3,3.56667,64,18,23.0,528,28.5,22.3667,536,208,785.229,29.8,27.2092,64.1346,0,11523.0,85.794815,195.94478,560
2450,109.0205559,28.83036214,7.68333,16.525,1354,6.56667,86,2.1,6.56667,86,24,25.9167,548,31.4,23.95,608,228,786.099,29.3,26.223,60.8832,0,-25599.0,83.26808,128.36635,183
2451,108.928672,28.82870252,7.44167,14.9042,1385,5.13333,91,0.7,5.13333,91,26,24.15,552,29.4,22.2,608,227,772.597,28.7,25.9292,59.4472,0,19459.0,84.167755,323.33508,429
2452,108.8830247,29.09477171,7.11667,12.8917,1432,3.23333,92,-1.1,3.23333,92,26,22.0333,573,26.9,20.1333,621,225,762.513,28.0,25.4167,59.0834,0,2308.0,71.29375,71.55676,183
2455,109.4610181,31.33287471,8.43333,14.6667,1226,4.41667,64,-0.6,4.41667,64,18,24.35,523,30.1,23.7,527,208,804.271,30.7,27.4701,64.2151,0,-11006.0,81.51473,314.1603,560
2456,109.3358108,31.44336256,7.8,11.3417,1250,1.73333,68,-3.1,1.73333,68,20,20.6833,522,25.8,20.0167,530,204,765.835,28.9,26.9896,62.8123,0,24068.0,85.94304,27.629992,183
2461,110.0154549,31.10438142,8.31667,13.8667,1268,3.71667,70,-1.3,3.71667,70,20,23.4833,552,28.9,23.4833,552,215,799.336,30.2,27.5386,63.7968,0,-32766.0,84.21174,302.68344,429
2462,109.9486313,31.38442932,7.86667,9.21667,1314,-0.333333,76,-5.5,-0.333333,76,22,18.4833,561,23.2,18.4833,561,215,761.119,28.7,27.41,62.2213,0,-21497.0,85.134056,193.62267,429
2467,109.7367957,31.28796958,8.46667,16.5167,1191,6.2,61,1.3,6.2,61,17,26.3167,521,32.2,26.3167,521,208,812.125,30.9,27.4002,65.3861,0,-24064.0,85.97004,38.071808,429
2089,81.52355088,40.96116931,17.225,11.8875,73,-4.85,3,-16.2,-4.85,3,1,25.9167,44,35.3,25.9167,44,17,1264.43,51.5,33.4466,83.2948,0,-6141.0,26.069798,98.130104,273
2090,81.63583915,44.81831944,12.9917,4.6625,285,-12.0,34,-19.7,-12.0,34,10,19.3,104,28.0,17.5,117,43,1273.81,47.7,27.2362,43.5548,0,,-3.4028235e+38,-3.4028235e+38,352
2094,88.38589913,47.30137803,12.9333,4.94167,155,-14.1667,28,-22.1,-11.7167,20,6,22.0167,54,30.7,22.0167,54,24,1480.09,52.8,24.4949,36.0531,0,-18174.0,65.8285,216.15819,273
2096,88.31593816,40.629767,16.4333,10.9333,33,-6.38333,2,-16.6,-2.15,2,0,26.05,22,35.4,26.05,22,10,1324.83,52.0,31.6026,81.3025,0,16131.0,10.003975,191.30994,273
2102,88.12088784,43.47320964,12.7833,6.55,169,-9.66667,14,-17.2,-7.1,14,4,21.3833,71,29.4,19.4667,74,26,1268.93,46.6,27.432,56.3595,0,-13052.0,81.45693,217.82275,273
2103,82.52588971,39.10054097,17.8167,12.2333,34,-5.36667,0,-16.4,-0.95,0,0,26.7833,25,35.9,26.7833,25,11,1306.47,52.3,34.0663,98.7636,0,20228.0,38.534775,92.489555,0
2104,88.71957286,43.76329226,10.5167,-6.14167,340,-17.5833,11,-24.4,-17.5833,11,3,5.68333,183,12.1,5.68333,183,70,958.367,36.5,28.8128,81.6933,0,-22771.0,83.608215,341.01044,445
2106,85.68831281,46.84841247,11.6333,2.89167,270,-11.3167,30,-17.7,-9.63333,29,8,16.8167,110,24.0,14.9833,115,45,1153.18,41.7,27.8977,50.2023,0,-11771.0,82.90209,174.31396,352
2107,76.39748663,40.24823486,12.9583,3.2875,151,-9.71667,8,-17.4,-7.76667,7,2,14.5333,74,22.6,12.8333,77,27,991.569,40.0,32.3958,74.3826,0,22539.0,80.94589,124.21946,273
2112,91.70373156,39.24041534,13.475,3.4375,35,-9.7,1,-17.4,-3.75,1,0,15.8833,26,23.4,15.8833,26,10,1041.04,40.8,33.027,92.0298,0,-20727.0,86.81385,255.61586,273
2115,78.94346933,41.63768574,13.2083,-9.1375,291,-20.2333,15,-29.0,-20.2333,15,4,1.26667,160,8.5,1.26667,160,57,882.353,37.5,35.2222,82.1093,0,-15599.0,-3.4028235e+38,-3.4028235e+38,0
2116,88.32107695,43.0232009,13.3833,12.0417,75,-6.0,7,-14.2,-2.3,7,2,27.9,33,36.5,26.0833,34,13,1383.51,50.7,26.3971,51.9847,0,-2559.0,78.16315,58.039337,0
2120,78.71751051,40.55910731,12.9917,9.00417,86,-5.98333,5,-14.2,-4.23333,4,1,21.4333,46,29.5,21.4333,46,17,1117.06,43.7,29.7292,74.1772,0,-25850.0,79.20507,261.6561,0
2123,89.1508222,44.21913797,14.0667,6.86667,141,-14.1167,18,-22.9,-10.4167,16,5,24.2333,50,33.3,22.4167,52,19,1559.57,56.2,25.0297,38.7314,0,19714.0,36.334152,311.1859,273
2124,87.7427378,41.12390834,15.275,10.9375,47,-5.51667,0,-15.0,-5.51667,0,0,25.5,32,34.3,25.5,32,14,1264.49,49.3,30.9838,93.5908,0,17924.0,80.59756,108.01977,273
2128,81.41232634,43.22263101,13.05,3.05,312,-12.2333,31,-20.9,-12.2333,31,9,15.55,130,23.4,14.0167,138,49,1138.66,44.3,29.4582,53.1112,0,-3624.0,0.0,-1.0,445
2130,78.68395548,39.68771442,12.9917,12.3625,45,-3.06667,3,-11.2,-1.3,2,0,25.1167,24,33.4,25.1167,24,9,1147.8,44.6,29.1293,66.6499,0,23556.0,17.394072,353.65982,445
2131,88.63279993,41.84412337,15.075,9.62083,60,-7.38333,3,-16.5,-7.38333,3,1,24.6667,35,33.8,24.6667,35,14,1305.69,50.3,29.9702,76.2108,0,17156.0,79.51583,13.324531,0
2133,89.47758278,44.84254122,14.0333,7.15833,135,-11.75,17,-20.7,-8.55,15,5,23.7667,51,32.6,21.85,52,21,1442.17,53.3,26.329,42.2207,0,-13566.0,82.71377,178.47923,273
2134,80.16111956,44.96436692,13.35,-2.65833,518,-14.0,72,-21.6,-13.55,70,20,8.96667,196,17.0,6.9,209,73,948.024,38.6,34.5855,41.6912,0,,-3.4028235e+38,-3.4028235e+38,445
2135,85.3507413,46.26819679,11.7417,7.84583,159,-12.0833,20,-19.2,-8.53333,18,5,25.3,64,33.1,23.4333,67,27,1518.68,52.3,22.4506,46.6572,0,-9471.0,52.701786,161.56505,273
2136,77.66523675,40.71141776,13.9167,1.16667,144,-11.3167,5,-19.7,-9.6,5,1,12.0833,81,20.2,12.0833,81,28,955.095,39.9,34.8789,85.5951,0,6667.0,86.25191,22.379362,352
2137,81.08249032,43.49930433,12.5667,3.725,342,-10.8833,36,-19.1,-10.8833,36,11,16.5667,135,24.9,14.8,146,53,1118.95,44.0,28.5606,49.3037,0,-3624.0,0.0,-1.0,352
2139,91.18028772,41.4374726,15.4417,9.8875,23,-6.28333,0,-15.7,-2.7,0,0,24.6,18,33.3,24.6,18,7,1257.72,49.0,31.5136,89.4759,0,-5373.0,58.788055,146.97614,273
2141,80.44989973,42.41164087,12.75,-7.21667,388,-19.3,18,-28.0,-19.3,18,5,3.85,205,11.2,3.85,205,74,949.654,39.2,32.5255,80.1147,0,,-3.4028235e+38,-3.4028235e+38,543
2142,80.42759571,40.49716437,15.1583,11.2208,51,-4.61667,3,-14.4,-3.48333,2,0,23.9833,29,32.1,23.9833,29,12,1183.43,46.5,32.5986,76.2446,0,3332.0,2.8009138,135.0,560
2143,90.24317808,46.58862091,12.9917,1.42083,160,-18.3667,21,-26.9,-14.8167,20,6,18.2833,64,26.0,18.2833,64,28,1487.41,52.9,24.5589,44.0579,0,18693.0,88.02925,328.3344,352
2145,88.39320472,41.75564617,14.075,8.1875,72,-7.71667,2,-16.4,-7.71667,2,0,22.4167,45,30.8,22.4167,45,18,1227.47,47.2,29.8199,87.8521,0,25861.0,86.97901,197.97183,273
2146,90.34313671,39.68731915,16.2833,11.0833,14,-5.03333,0,-14.5,-1.1,0,0,25.4667,12,34.8,25.4667,12,5,1244.01,49.3,33.0291,83.108,0,12803.0,62.372,317.93567,0
2147,87.62194457,44.38525006,12.075,7.6375,163,-13.6167,24,-21.0,-9.85,22,7,25.0167,54,32.8,23.2833,61,21,1573.13,53.8,22.4442,36.2207,0,-18687.0,19.082855,0.0,560
2149,86.96813425,39.63565742,16.975,11.4708,33,-5.48333,1,-15.4,2.16667,1,0,26.0833,24,35.6,26.0833,24,11,1290.81,51.0,33.2843,93.8514,0,-22781.0,87.57591,264.79037,0
2150,89.81892443,44.43174681,14.3917,7.37917,124,-13.25,14,-22.3,-13.25,14,4,24.85,48,34.0,24.85,48,20,1543.34,56.3,25.5625,42.7874,0,-32510.0,86.50293,89.636604,273
2151,86.28883117,44.39365924,10.6917,8.3375,149,-12.3167,17,-19.5,-12.3167,17,5,24.9167,55,31.8,23.4,61,21,1518.92,51.3,20.8415,44.6593,0,-24575.0,38.899284,329.03625,560
2152,85.13250843,39.8898591,16.6333,12.0917,38,-5.3,1,-15.3,-0.983333,1,0,26.7167,28,35.8,26.7167,28,13,1302.96,51.1,32.5506,100.703,0,-12541.0,83.850586,119.718704,0
2153,90.78790622,39.8866906,16.275,11.0542,14,-5.05,0,-14.6,-1.16667,0,0,25.5,12,34.8,25.5,12,5,1244.06,49.4,32.9453,83.108,0,15363.0,61.90499,355.7636,0
2155,87.80847103,41.27939637,14.9083,7.65417,75,-8.0,0,-17.2,-8.0,0,0,21.5667,52,30.1,21.5667,52,21,1204.93,47.3,31.5187,102.903,0,8966.0,82.11991,34.07051,273
2156,88.78354017,39.51038127,16.9833,10.4917,29,-6.06667,2,-15.9,-1.91667,2,0,25.0333,21,34.6,25.0333,21,9,1272.06,50.5,33.6304,85.975,0,9475.0,7.878464,90.0,273
2165,76.88164483,41.01987975,12.5167,-7.81667,280,-20.3833,13,-28.0,-20.3833,13,4,3.61667,146,11.6,1.38333,149,52,989.417,39.6,31.6077,80.0403,0,-30449.0,-3.4028235e+38,-3.4028235e+38,543
2166,78.17492402,39.62409165,15.4667,12.825,50,-2.76667,4,-12.2,-1.33333,3,1,25.9,24,34.9,25.9,24,9,1169.8,47.1,32.8379,59.4173,0,27908.0,8.794603,116.56505,273
2167,79.42383817,39.44709731,15.6333,12.3667,36,-4.5,3,-14.0,3.41667,2,0,26.2333,21,35.2,26.2333,21,8,1257.69,49.2,31.7751,72.2999,0,25348.0,32.533512,130.60129,0
2169,87.63132636,39.95130367,16.9667,11.3417,34,-5.58333,1,-15.6,-5.58333,1,0,26.0333,24,35.6,26.0333,24,11,1291.34,51.2,33.138,90.2537,0,15875.0,80.93705,100.81388,0
2170,80.28265897,40.52734263,15.1167,11.5833,45,-4.51667,2,-14.1,-3.23333,1,0,24.7833,28,33.4,24.7833,28,12,1205.7,47.5,31.8246,83.7908,0,4868.0,5.5885043,45.0,445
2172,87.67713792,41.70612103,15.0417,9.57917,70,-7.05,2,-16.5,-3.28333,2,0,24.0667,44,33.0,24.0667,44,17,1268.84,49.5,30.3872,89.5249,0,-17660.0,69.64106,330.80252,273
2175,75.71071389,39.12867344,13.3833,11.1833,83,-3.76667,7,-11.6,-2.05,5,1,23.6,35,32.0,23.6,35,16,1109.67,43.6,30.6957,59.6033,0,-20731.0,68.08358,55.20397,445
2177,89.00989775,45.69094817,13.425,4.7125,171,-14.85,22,-23.3,-11.8833,19,6,21.7,55,30.3,19.8167,57,23,1489.14,53.6,25.0466,36.7899,0,19459.0,12.341572,18.434948,273
2178,80.90203456,41.33201106,15.8667,10.5167,90,-5.65,6,-16.2,-5.65,6,2,23.8167,48,33.1,23.8167,48,19,1213.48,49.3,32.1839,71.2094,0,-25852.0,56.096664,144.46233,445
2179,84.68918362,39.70435982,16.8833,12.0417,38,-5.56667,2,-15.7,3.33333,0,0,26.7667,28,35.7,26.7667,28,13,1313.82,51.4,32.847,100.703,0,-9981.0,78.01233,105.77219,0
2181,90.01717499,44.58683635,14.0667,7.675,115,-12.4333,17,-21.4,-8.73333,16,5,24.9,43,33.7,24.9,43,18,1511.35,55.1,25.5293,36.3634,0,15618.0,81.79713,213.61082,273
2182,83.99584243,44.83220091,11.8083,9.05417,139,-12.8833,16,-20.3,-12.8833,16,5,27.05,54,35.6,25.1833,59,20,1616.5,55.9,21.124,46.1473,0,5377.0,63.978992,4.844,273
2184,74.68263294,39.74286442,14.275,3.8875,163,-8.98333,12,-16.7,-8.98333,12,3,15.6167,70,25.1,13.6333,78,29,1005.91,41.8,34.1507,62.7418,0,-20214.0,86.95079,31.434141,352
2185,86.36588169,45.06234871,11.7667,8.90833,140,-13.05,18,-20.4,-9.06667,18,5,27.0833,54,35.3,25.25,57,21,1626.91,55.7,21.1251,43.0223,0,26113.0,85.34076,40.42608,273
2188,86.2597955,41.22839035,14.925,11.7542,48,-4.75,2,-14.1,2.9,2,0,25.7167,31,33.9,25.7167,31,13,1247.92,48.0,31.0937,86.55,0,30979.0,11.404628,30.963757,445
221,97.07674312,42.48044116,14.3833,5.93333,53,-9.6,2,-18.2,-2.23333,2,0,20.75,38,29.0,20.75,38,18,1232.06,47.2,30.4732,101.564,0,28677.0,85.28719,235.22217,273
224,97.79417521,39.59448321,13.1833,-3.10833,271,-15.05,6,-23.7,-13.55,5,1,8.61667,183,15.6,8.61667,183,71,965.58,39.3,33.5454,106.314,0,-18418.0,78.785,67.829124,445
230,98.02966749,40.75260984,14.2583,7.02917,80,-8.41667,8,-16.8,-1.08333,8,2,21.35,45,29.6,21.35,45,19,1207.45,46.4,30.7292,71.7301,0,-20475.0,74.976555,58.671307,273
232,102.4639859,39.16448228,13.0583,6.97083,119,-7.13333,1,-15.4,-7.13333,1,0,19.9667,72,27.5,18.5333,74,30,1099.4,42.9,30.439,95.0731,0,20230.0,75.83021,62.987335,273
235,96.76353087,42.33620989,14.125,5.07083,65,-9.68333,3,-18.2,-2.68333,3,1,19.3333,45,27.4,19.3333,45,20,1179.64,45.6,30.9759,97.3152,0,17158.0,76.744,19.025606,273
239,102.3968832,39.11182028,13.0167,6.73333,125,-7.16667,2,-15.4,-7.16667,2,0,19.5333,75,27.0,18.2,77,32,1084.48,42.4,30.6997,94.5202,0,-25082.0,85.25032,355.87918,273
243,93.79743127,39.21151563,13.875,-5.29583,134,-16.55,6,-25.6,-15.2667,5,1,6.08333,93,13.2,6.08333,93,37,924.685,38.8,35.7603,104.486,0,23825.0,86.69839,180.80045,352
246,98.31506928,40.50560772,14.1583,7.72917,75,-7.26667,3,-15.6,-7.26667,3,1,21.8167,48,30.1,21.8167,48,19,1180.89,45.7,30.981,87.6555,0,-23291.0,59.256927,143.36589,273
248,99.85594522,39.12488958,14.1667,0.666667,316,-12.1,4,-21.3,-10.7667,4,1,12.7667,214,20.7,12.7667,214,81,1011.03,42.0,33.7302,110.797,0,19467.0,87.60029,300.8796,273
257,95.48074234,40.24987839,17.3167,8.95833,45,-6.6,3,-17.0,0.4,3,1,22.95,27,32.6,22.95,27,12,1202.16,49.6,34.9126,75.1729,0,-12028.0,74.60723,17.74467,445
258,96.87044928,40.59137023,15.45,7.44167,64,-8.01667,6,-17.2,-8.01667,6,2,21.4667,34,30.3,21.4667,34,15,1198.61,47.5,32.5263,65.3911,0,-29179.0,61.37045,190.88553,273
259,97.51680218,41.20500674,14.7667,6.23333,76,-8.6,5,-17.3,-1.56667,5,1,20.3167,45,28.7,20.3167,45,19,1173.72,46.0,32.1014,78.944,0,18950.0,60.867584,123.99646,273
263,95.13807996,39.67745165,15.3333,2.45,85,-10.5667,6,-19.9,-4.45,6,2,14.8833,54,23.2,14.8833,54,22,1034.43,43.1,35.5762,87.2316,0,-30198.0,87.76113,150.41852,273
265,100.0436837,40.53336661,15.625,8.57083,73,-7.13333,0,-16.5,-7.13333,0,0,23.0333,50,32.2,23.0333,50,20,1226.08,48.7,32.0842,100.633,0,26116.0,21.526213,37.874985,273
271,102.359412,39.11207565,13.0917,6.6625,124,-7.23333,1,-15.6,-7.23333,1,0,19.45,76,26.9,18.1,77,32,1083.94,42.5,30.8039,96.5348,0,-30458.0,67.594925,183.2705,273
274,93.36680859,40.2381175,16.8333,10.5,22,-5.23333,2,-15.2,1.8,2,0,24.7,14,34.3,24.7,14,6,1217.23,49.5,34.0067,63.5532,0,-16381.0,79.48926,21.45996,273
276,99.85754295,40.02971101,15.125,7.45417,115,-7.3,3,-16.4,-5.9,3,1,21.2167,76,30.1,21.2167,76,30,1157.6,46.5,32.5269,101.484,0,-29691.0,77.98607,353.65982,273
277,98.40703649,39.9415658,14.4917,7.37917,92,-7.26667,6,-15.9,-5.83333,6,2,20.85,55,29.2,20.85,55,21,1140.02,45.1,32.1323,80.2933,0,-13819.0,50.180103,303.23172,273
281,96.11325346,40.06050067,16.0917,7.12917,64,-7.56667,4,-17.3,-6.26667,3,1,20.6,38,29.7,20.6,38,16,1143.98,47.0,34.2376,78.6117,0,-22522.0,74.38018,4.9937434,273
283,92.69084266,39.51003064,16.2583,6.52917,23,-7.71667,2,-17.4,-4.58333,2,0,19.7333,15,28.6,19.7333,15,6,1116.01,46.0,35.3442,67.722,0,19463.0,77.80039,325.35904,273
284,94.35338118,40.65251691,16.55,9.45,36,-5.56667,1,-15.2,-4.3,1,0,23.2,25,32.7,23.2,25,11,1170.05,47.9,34.5511,86.6025,0,-6396.0,81.93878,178.31538,273
291,93.07178916,39.60098537,16.65,6.28333,25,-7.76667,2,-17.7,-4.78333,2,0,19.4333,17,28.4,19.4333,17,7,1105.51,46.1,36.1171,73.7739,0,22535.0,72.79999,43.264294,273
293,96.90229827,41.24935581,14.5917,4.72917,87,-9.25,3,-18.0,-9.25,3,1,18.2333,56,26.4,18.2333,56,25,1117.86,44.4,32.8641,93.1944,0,-7929.0,76.18152,42.24102,273
294,94.74017198,40.80321433,16.1917,8.19583,48,-6.4,2,-16.0,0.3,2,0,21.6833,32,30.8,21.6833,32,14,1142.49,46.8,34.5976,88.2146,0,-5883.0,83.67531,171.62183,273
296,95.64559505,41.39858305,15.5167,4.56667,80,-10.0167,4,-19.6,-8.53333,3,1,18.2333,51,26.8,18.2333,51,22,1149.27,46.4,33.4411,89.3928,0,-13049.0,70.75564,322.8533,273
297,97.97318952,39.55458,14.075,2.87917,163,-10.1667,4,-18.7,-8.68333,4,1,15.2667,108,23.1,15.2667,108,41,1034.76,41.8,33.6722,100.288,0,29707.0,86.40158,151.25536,352
298,97.1687884,40.50516272,15.0083,7.45417,69,-7.71667,6,-16.5,-7.71667,6,2,21.2667,36,29.9,21.2667,36,15,1178.14,46.4,32.3455,64.15,0,32005.0,83.995094,311.75473,273
300,93.84139492,40.68070375,16.15,8.08333,38,-6.5,1,-16.0,-5.23333,1,0,21.5167,26,30.6,21.5167,26,11,1139.08,46.6,34.6567,86.1289,0,14854.0,76.49102,152.79689,273
302,93.58540022,40.53519552,15.975,9.65417,26,-5.55,0,-14.9,-5.55,0,0,23.5167,19,32.7,23.5167,19,8,1181.05,47.6,33.5609,83.9109,0,-12284.0,83.201546,208.0447,273
304,96.14889825,40.73319638,16.1917,7.84583,53,-7.65,3,-17.4,-0.55,3,1,21.95,33,31.1,21.95,33,15,1205.49,48.5,33.3849,83.108,0,-23547.0,71.22906,177.97864,273
305,95.25485512,40.4260237,17.7583,9.5875,42,-6.4,3,-16.9,-6.4,3,1,23.95,25,34.0,23.95,25,11,1236.72,50.9,34.8887,71.2247,0,20484.0,21.526213,232.12502,445
307,94.51674674,39.79786537,17.625,7.7875,42,-6.88333,3,-17.2,-0.0999999,3,1,21.2,26,31.0,21.2,26,11,1139.96,48.2,36.5664,74.9111,0,23558.0,69.126305,306.41638,273
308,94.87161806,40.20337393,17.8417,9.97083,41,-5.55,3,-16.1,1.51667,3,1,23.7667,25,33.6,23.7667,25,11,1192.85,49.7,35.8987,73.8154,0,15108.0,27.786055,66.80141,445
310,96.84451257,40.74902416,15.425,6.99583,66,-8.0,3,-17.1,-8.0,3,1,20.8667,39,29.7,20.8667,39,17,1173.25,46.8,32.9594,79.4007,0,12294.0,78.52036,197.16193,273
315,98.52016803,39.65301909,14.0167,6.5,114,-7.9,6,-16.3,-6.45,6,2,19.7333,71,28.1,19.7333,71,26,1118.86,44.4,31.5691,87.899,0,11526.0,75.8385,44.29268,273
317,94.753593,41.47961171,16.2167,6.8,60,-8.46667,3,-18.2,-8.46667,3,1,20.75,37,29.7,20.75,37,16,1188.43,47.9,33.8553,81.0287,0,7430.0,43.261204,216.02737,273
1209,106.8309931,41.87634036,12.525,7.10417,119,-9.48333,6,-17.5,-9.48333,6,2,22.6667,72,30.5,22.6667,72,30,1301.62,48.0,26.0938,90.805,0,24068.0,74.06513,253.35497,273
1211,105.8821218,39.46323117,15.1,8.775,140,-7.08333,5,-16.6,-7.08333,5,1,23.4,83,32.0,21.65,84,37,1234.54,48.6,31.07,91.7183,0,30212.0,66.087425,4.3987045,273
1212,100.9480753,39.66980669,15.0333,8.14167,119,-6.88333,3,-16.4,-5.4,3,1,22.1,76,30.9,22.1,76,29,1176.6,47.3,31.7829,98.3853,0,-31739.0,88.00313,357.0962,273
1214,105.9136444,39.10802993,13.7333,6.81667,188,-8.16667,5,-16.7,-8.16667,5,1,20.5167,111,28.3,18.8667,113,48,1161.44,45.0,30.5185,93.8044,0,15878.0,81.07445,289.0256,352
1220,102.4882713,39.85522802,14.4,8.85,86,-6.53333,3,-15.6,-5.06667,3,1,23.1333,52,31.3,21.4167,53,21,1205.61,46.9,30.7036,90.1074,0,-28155.0,84.155975,195.611,273
1227,103.7958574,41.67984653,13.975,8.7625,62,-8.26667,0,-17.2,-8.26667,0,0,24.75,43,33.0,24.75,43,18,1342.08,50.2,27.8386,102.521,0,-8189.0,58.413166,150.70863,273
1230,107.3387552,41.4630966,11.6583,5.4125,149,-10.35,3,-17.7,-10.35,3,1,20.25,98,27.6,18.4167,99,41,1241.95,45.3,25.7358,106.667,0,16646.0,84.41183,302.5594,352
1233,105.22176,41.70564167,13.4333,8.775,70,-8.1,0,-16.8,-6.53333,0,0,24.5333,52,32.6,24.5333,52,22,1326.7,49.4,27.193,115.539,0,-17405.0,70.4166,193.52316,273
1234,101.6763072,40.97111461,15.3667,9.5,48,-7.11667,0,-16.7,-5.78333,0,0,25.1833,32,34.2,25.1833,32,14,1314.99,50.9,30.1899,94.5804,0,-30716.0,56.925156,292.52057,273
1239,105.1466752,40.14664409,14.5833,7.70833,116,-7.91667,4,-17.1,-7.91667,4,1,22.3333,71,30.6,22.3333,71,29,1227.98,47.7,30.573,91.9718,0,-32507.0,88.306114,334.87686,273
1244,102.4503663,40.23651857,14.6833,8.80833,75,-6.86667,0,-16.0,-6.86667,0,0,23.55,48,31.9,23.55,48,19,1238.26,47.9,30.6541,95.9453,0,16389.0,78.92138,291.87347,273
1251,102.8208763,40.33361331,14.575,8.87917,72,-7.16667,2,-16.3,-7.16667,2,0,23.9,45,32.2,23.9,45,18,1264.25,48.5,30.0515,91.3717,0,-5628.0,65.37754,177.2737,273
1254,105.8895905,40.00521465,14.6583,9.4625,108,-6.8,3,-16.1,-6.8,3,1,24.4167,69,33.0,24.4167,69,30,1265.17,49.1,29.854,98.0723,0,-1277.0,24.297888,147.54196,273
1255,107.3531482,42.31418728,11.9917,6.94583,107,-10.0,1,-17.5,-10.0,1,0,22.75,77,30.4,22.75,77,32,1326.14,47.9,25.0348,116.45,0,26628.0,72.74216,290.77225,352
1258,105.978387,40.28462477,13.925,8.22917,114,-7.53333,2,-16.4,-7.53333,2,0,22.9167,73,31.1,22.9167,73,31,1234.42,47.5,29.3158,99.0992,0,-18428.0,80.60208,150.4988,273
1259,99.00173755,40.82416091,14.1667,6.91667,88,-7.96667,3,-16.4,-7.96667,3,1,21.1,57,29.2,21.1,57,23,1181.43,45.6,31.0673,92.4338,0,5126.0,66.12402,297.35135,273
1264,104.8839837,40.3860561,14.3667,7.53333,103,-8.33333,3,-17.4,-8.33333,3,1,22.3667,68,30.7,22.3667,68,28,1246.51,48.1,29.8683,101.214,0,29957.0,62.01796,323.97263,273
1266,101.0374216,40.24935972,15.8333,9.14167,82,-6.48333,0,-16.3,-6.48333,0,0,23.7667,53,33.0,23.7667,53,21,1229.3,49.3,32.1163,97.3495,0,-7676.0,78.949814,359.22427,273
1269,98.27621276,42.35990842,13.125,6.39583,53,-9.6,1,-17.4,-9.6,1,0,21.4667,40,29.3,21.4667,40,18,1258.82,46.7,28.1049,108.354,0,3589.0,80.24232,30.378254,273
1276,98.98902745,42.22433353,12.4417,6.77083,52,-9.2,0,-16.6,-9.2,0,0,21.7167,40,29.3,21.7167,40,18,1252.66,45.9,27.106,111.166,0,-8700.0,83.02352,25.045855,273
1286,100.3814974,41.13440089,14.7833,8.925,58,-7.06667,2,-16.2,-5.7,2,0,23.8167,37,32.4,23.8167,37,16,1254.38,48.6,30.4184,88.2735,0,5892.0,19.604534,60.945396,183
1292,101.6955166,39.12220752,14.425,7.3625,129,-6.95,6,-16.3,-6.95,6,2,20.5333,75,28.8,19.0833,76,31,1117.2,45.1,31.9845,86.9529,0,-12539.0,77.31697,204.37012,273
1293,101.4830601,41.31721268,15.2,9.53333,43,-7.91667,1,-17.3,-7.91667,1,0,25.6833,27,34.7,25.6833,27,12,1365.83,52.0,29.2308,83.4493,0,-15613.0,21.526213,344.74487,273
1297,107.1602622,40.99032307,12.3583,7.7875,139,-7.66667,5,-16.1,-7.66667,5,1,21.9833,84,29.2,20.2333,86,37,1205.96,45.3,27.2811,95.0904,0,2820.0,2.8009138,315.0,560
1323,106.5385602,39.29036433,12.4917,6.17917,189,-8.35,4,-16.2,-8.35,4,1,19.7333,117,27.2,18.15,120,54,1137.97,43.4,28.7826,102.434,0,22790.0,87.18736,259.22437,273
1358,106.5494392,39.15444983,12.625,7.2875,179,-7.21667,2,-15.3,-7.21667,2,0,20.7833,112,28.2,19.3,117,52,1134.57,43.5,29.023,105.282,0,15366.0,83.31229,86.27965,273
1385,106.3950481,39.16080134,12.675,6.92917,178,-7.65,2,-15.6,-7.65,2,0,20.4833,111,27.9,18.95,115,51,1139.48,43.5,29.1379,104.052,0,26117.0,86.732216,62.72657,183
1395,106.3151778,39.15681018,12.5,6.91667,180,-7.61667,2,-15.5,-7.61667,2,0,20.4333,113,27.8,18.8667,116,51,1136.29,43.3,28.8684,104.038,0,-21755.0,80.071976,339.80942,352
